0.5558131451326571	"34699"
0.46169325173647474	"34757"
0.7863803536718093	"34773"
0.48741527392729994	"35805"
0.3779717784469976	"3931"
0.4003746399952918	"39864"
0.45846476383497664	"40865"
0.8398129780485598	"47486"
0.3783688413555434	"48790"
0.4336441435489727	"52227"
0.43960381166909085	"165642"
0.6695518998867768	"166267"
0.31384799277750364	"167739"
0.6125832339453283	"168661"
0.2916236519579299	"132380"
0.4249556200126885	"13993"
0.3765072361449017	"141220"
0.6285698580696917	"143870"
0.6489225509672154	"148226"
0.4559802861071085	"153562"
0.3520388983062095	"160449"
0.5773177643093528	"161920"
0.4664047317588595	"67671"
0.4744542887500684	"70666"
0.5065389335435551	"7629"
0.4952523552546768	"76666"
0.5765049365664165	"76761"
0.44217367859338125	"77610"
0.4478893389778769	"84063"
0.5090696334215686	"85078"
0.4116444215945652	"91353"
0.4058842124126313	"9587"
0.42707830402901714	"5906"
0.35904434329280077	"6237"
0.3648666562615696	"62416"
0.42407767992511486	"62465"
0.4160169851330013	"6258"
0.5080410419804134	"6378"
0.39032636253553166	"6593"
0.4117862496176958	"200999"
0.3371960125829767	"20577"
0.6229087472557847	"118363"
0.40742317345596996	"122665"
0.6986430443404246	"124561"
0.5341242322303251	"182596"
0.8419094446018291	"182950"
0.34108868879698434	"186692"
0.3719764341308327	"194493"
0.4832439375435562	"196895"
0.48922164908841115	"19910"
0.44079692868487574	"103035"
0.5749267359425496	"109917"
0.6735191702478937	"112406"
